Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1993-01-29 00:00:00-05:00,25.236157810704974,25.236157810704974,25.11060478677112,25.21822166442871,1003200,0.0,0
1993-02-01 00:00:00-05:00,25.23616148253619,25.397586822509766,25.23616148253619,25.397586822509766,480500,0.0,0
1993-02-02 00:00:00-05:00,25.379652341878945,25.469333092203605,25.325843891684148,25.451396942138672,201300,0.0,0
1993-02-03 00:00:00-05:00,25.487273733652454,25.73837987881159,25.4693375804268,25.720443725585938,529400,0.0,0
1993-02-04 00:00:00-05:00,25.81011827919218,25.881862874825796,25.52313989665773,25.828054428100586,531500,0.0,0
1993-02-05 00:00:00-05:00,25.81012535095215,25.86393381242043,25.666636120370068,25.81012535095215,492100,0.0,0
1993-02-08 00:00:00-05:00,25.81012535095215,25.89980612006595,25.77425304330663,25.81012535095215,596100,0.0,0
1993-02-09 00:00:00-05:00,25.720444777363912,25.720444777363912,25.576955545691032,25.63076400756836,122100,0.0,0
1993-02-10 00:00:00-05:00,25.63074796904558,25.684556397252113,25.559003398103535,25.6666202545166,379600,0.0,0
1993-02-11 00:00:00-05:00,25.702507877217215,25.89980556503954,25.702507877217215,25.79218864440918,19500,0.0,0
1993-02-12 00:00:00-05:00,25.756312134387866,25.756312134387866,25.594886779785156,25.594886779785156,42500,0.0,0
1993-02-16 00:00:00-05:00,25.52312755379036,25.52312755379036,24.913298785815044,24.94917106628418,374800,0.0,0
1993-02-17 00:00:00-05:00,24.949174317010016,24.985046602153094,24.841557461580784,24.931238174438477,210900,0.0,0
1993-02-18 00:00:00-05:00,25.218231330250905,25.218231330250905,24.572529816816314,24.91331672668457,378100,0.0,0
1993-02-19 00:00:00-05:00,24.913317583212724,25.00299835205078,24.8774452756775,25.00299835205078,34900,0.0,0
1993-02-22 00:00:00-05:00,25.0747342931108,25.12854273579988,25.002989702858695,25.092670440673828,513600,0.0,0
1993-02-23 00:00:00-05:00,25.164416384117118,25.182352532644643,24.94918260178682,25.074735641479492,373700,0.0,0
1993-02-24 00:00:00-05:00,25.09267229144856,25.397586822509766,25.09267229144856,25.397586822509766,26300,0.0,0
1993-02-25 00:00:00-05:00,25.379652341878945,25.469333092203605,25.325843891684148,25.451396942138672,44500,0.0,0
1993-02-26 00:00:00-05:00,25.505198871309197,25.505198871309197,25.361709707476233,25.487262725830078,66200,0.0,0
1993-03-01 00:00:00-05:00,25.576943114179077,25.576943114179077,25.379645516524118,25.415517807006836,66500,0.0,0
1993-03-02 00:00:00-05:00,25.43346557564132,25.79218864440918,25.397593268764535,25.79218864440918,182400,0.0,0
1993-03-03 00:00:00-05:00,25.828056652460074,25.91773740472556,25.79218435155388,25.89980125427246,280100,0.0,0
1993-03-04 00:00:00-05:00,25.935655631062712,25.935655631062712,25.75629425048828,25.75629425048828,89500,0.0,0
1993-03-05 00:00:00-05:00,25.792173819834957,25.899790678610348,25.666620817930337,25.68455696105957,40000,0.0,0
1993-03-08 00:00:00-05:00,25.738369975585105,26.25851821899414,25.738369975585105,26.25851821899414,50800,0.0,0
1993-03-09 00:00:00-05:00,26.20472225479429,26.22265840965726,26.11504148047946,26.16884994506836,169300,0.0,0
1993-03-10 00:00:00-05:00,26.1688325623644,26.222640991210938,26.061215704671334,26.222640991210938,194400,0.0,0
1993-03-11 00:00:00-05:00,26.2405901831691,26.31233479064188,26.115037120091735,26.150909423828125,70900,0.0,0
1993-03-12 00:00:00-05:00,25.935671086618658,25.95360723536459,25.720437301667463,25.88186264038086,643600,0.0,0
1993-03-15 00:00:00-05:00,25.86393416832233,26.007423400878906,25.86393416832233,26.007423400878906,310800,0.0,0
1993-03-16 00:00:00-05:00,26.007423400878906,26.07916801715719,26.007423400878906,26.007423400878906,30800,0.0,0
1993-03-17 00:00:00-05:00,25.971542263097188,25.971542263097188,25.810116931351416,25.845989227294922,21800,0.0,0
1993-03-18 00:00:00-05:00,25.95361493867019,26.115040325296334,25.95361493867019,26.007423400878906,59300,0.0,0
1993-03-19 00:00:00-05:00,26.112224503410598,26.112224503410598,25.96805763244629,25.96805763244629,66900,0.213,0
1993-03-22 00:00:00-05:00,25.7157788286655,25.87796664188063,25.697757960530485,25.823904037475586,183400,0.0,0
1993-03-23 00:00:00-05:00,25.895960073285117,25.91398092232707,25.84189752615926,25.877939224243164,55200,0.0,0
1993-03-24 00:00:00-05:00,25.84189752615926,25.98606431849488,25.715751582865597,25.877939224243164,37200,0.0,0
1993-03-25 00:00:00-05:00,25.895973286084235,26.094202726687527,25.85993156961091,26.04014015197754,110100,0.0,0
1993-03-26 00:00:00-05:00,26.022119212830823,26.040140071011454,25.877952347385776,25.895973205566406,101500,0.0,0
1993-03-29 00:00:00-05:00,25.91399650018577,26.130246818685237,25.91399650018577,26.004100799560547,87100,0.0,0
